LABELS
SEPARATOR TAB
DATA
Bacteria_D	Bacteria (D)
Catenuloplanes_G	Catenuloplanes (G) NF=0.3
Phytohabitans_G	Phytohabitans (G) NF=1.6
Hamadaea_G	Hamadaea (G) NF=0.4
Actinocatenispora_G	Actinocatenispora (G) NF=0.4
Pilimelia_G	Pilimelia (G) NF=0.5
Planosporangium_G	Planosporangium (G) NF=1.5
Rugosimonospora_G	Rugosimonospora (G) NF=1.0
Couchioplanes_G	Couchioplanes (G) NF=2.0
Virgisporangium_G	Virgisporangium (G) NF=1.7
Krasilnikovia_G	Krasilnikovia (G) NF=3.5
Phytomonospora_G	Phytomonospora (G) NF=0.3
Luedemannella_G	Luedemannella (G) NF=11.0
Allocatelliglobosispora_G	Allocatelliglobosispora (G) NF=3.0
Catelliglobosispora_G	Catelliglobosispora (G) NF=2.0
Rhizocola_G	Rhizocola (G) NF=1.0
Actinorhabdospora_G	Actinorhabdospora (G) NF=1.0
Pseudonocardiales_O	Pseudonocardiales (O)
Pseudonocardiaceae_F	Pseudonocardiaceae (F) NF=0.8
Amycolatopsis_G	Amycolatopsis (G) NF=0.4
Pseudonocardia_G	Pseudonocardia (G) NF=1.8
Saccharopolyspora_G	Saccharopolyspora (G) NF=0.7
Lentzea_G	Lentzea (G) NF=0.2
Saccharothrix_G	Saccharothrix (G) NF=0.3
Actinomycetospora_G	Actinomycetospora (G) NF=0.2
Saccharomonospora_G	Saccharomonospora (G) NF=1.2
Actinokineospora_G	Actinokineospora (G) NF=0.5
Prauserella_G	Prauserella (G) NF=0.4
Actinophytocola_G	Actinophytocola (G) NF=3.5
Actinosynnema_G	Actinosynnema (G) NF=0.2
Kutzneria_G	Kutzneria (G) NF=0.3
Kibdelosporangium_G	Kibdelosporangium (G) NF=0.4
Umezawaea_G	Umezawaea (G) NF=0.2
Actinoalloteichus_G	Actinoalloteichus (G) NF=0.7
Crossiella_G	Crossiella (G) NF=10.7
Haloechinothrix_G	Haloechinothrix (G) NF=0.2
Allokutzneria_G	Allokutzneria (G) NF=0.8
Thermocrispum_G	Thermocrispum (G) NF=1.0
Sciscionella_G	Sciscionella (G) NF=0.3
Streptoalloteichus_G	Streptoalloteichus (G) NF=1.0
Actinocrispum_G	Actinocrispum (G) NF=0.5
Goodfellowiella_G	Goodfellowiella (G) NF=4.0
Labedaea_G	Labedaea (G) NF=0.5
Herbihabitans_G	Herbihabitans (G) NF=4.0
Alloactinosynnema_G	Alloactinosynnema (G) NF=1.0
Longimycelium_G	Longimycelium (G) NF=8.0
Tamaricihabitans_G	Tamaricihabitans (G) NF=1.0
Streptosporangiales_O	Streptosporangiales (O)
Streptosporangiaceae_F	Streptosporangiaceae (F) NF=0.4
Nonomuraea_G	Nonomuraea (G) NF=0.3
Streptosporangium_G	Streptosporangium (G) NF=0.3
Microbispora_G	Microbispora (G) NF=0.3
Sphaerisporangium_G	Sphaerisporangium (G) NF=1.0
Planomonospora_G	Planomonospora (G) NF=0.1
Planotetraspora_G	Planotetraspora (G) NF=0.1
Microtetraspora_G	Microtetraspora (G) NF=0.1
Planobispora_G	Planobispora (G) NF=0.5
Herbidospora_G	Herbidospora (G) NF=0.2
Thermobispora_G	Thermobispora (G) NF=7.5
Thermopolyspora_G	Thermopolyspora (G) NF=3.7
Sphaerimonospora_G	Sphaerimonospora (G) NF=1.0
Thermocatellispora_G	Thermocatellispora (G) NF=3.0
Sinosporangium_G	Sinosporangium (G) NF=0.5
Thermoactinospora_G	Thermoactinospora (G) NF=0.5
Thermomonosporaceae_F	Thermomonosporaceae (F) NF=0.8
Actinomadura_G	Actinomadura (G) NF=0.7
Spirillospora_G	Spirillospora (G) NF=0.1
Actinoallomurus_G	Actinoallomurus (G) NF=0.5
Actinocorallia_G	Actinocorallia (G) NF=0.7
Thermomonospora_G	Thermomonospora (G) NF=2.1
Thermostaphylospora_G	Thermostaphylospora (G) NF=7.0
Nocardiopsidaceae_F	Nocardiopsidaceae (F) NF=0.9
Nocardiopsis_G	Nocardiopsis (G) NF=0.7
Thermobifida_G	Thermobifida (G) NF=2.7
Streptomonospora_G	Streptomonospora (G) NF=0.8
Spinactinospora_G	Spinactinospora (G) NF=1.0
Marinactinospora_G	Marinactinospora (G) NF=1.0
Lipingzhangella_G	Lipingzhangella (G) NF=1.0
Murinocardiopsis_G	Murinocardiopsis (G) NF=1.0
Actinorugispora_G	Actinorugispora (G) NF=1.0
Haloactinospora_G	Haloactinospora (G) NF=2.0
Allosalinactinospora_G	Allosalinactinospora (G) NF=2.0
Salinactinospora_G	Salinactinospora (G) NF=1.0
Streptosporangiales_incertae_sedis_N	Streptosporangiales incertae sedis (N)
Allonocardiopsis_G	Allonocardiopsis (G) NF=1.0
Geodermatophilales_O	Geodermatophilales (O)
Geodermatophilaceae_F	Geodermatophilaceae (F) NF=0.9
Blastococcus_G	Blastococcus (G) NF=1.2
Modestobacter_G	Modestobacter (G) NF=0.3
Geodermatophilus_G	Geodermatophilus (G) NF=1.2
Klenkia_G	Klenkia (G) NF=0.4
Antricoccaceae_F	Antricoccaceae (F) NF=3.0
Antricoccus_G	Antricoccus (G) NF=3.0
Frankiales_O	Frankiales (O)
Frankiaceae_F	Frankiaceae (F) NF=0.3
Frankia_G	Frankia (G) NF=0.5
Kineosporiales_O	Kineosporiales (O)
Kineosporiaceae_F	Kineosporiaceae (F) NF=1.5
Kineococcus_G	Kineococcus (G) NF=0.6
Kineosporia_G	Kineosporia (G) NF=1.4
Quadrisphaera_G	Quadrisphaera (G) NF=3.6
Pseudokineococcus_G	Pseudokineococcus (G) NF=0.3
Angustibacter_G	Angustibacter (G) NF=2.8
Jatrophihabitantales_O	Jatrophihabitantales (O)
Jatrophihabitantaceae_F	Jatrophihabitantaceae (F) NF=7.0
Jatrophihabitans_G	Jatrophihabitans (G) NF=9.0
Glycomycetales_O	Glycomycetales (O)
Glycomycetaceae_F	Glycomycetaceae (F) NF=0.9
Glycomyces_G	Glycomyces (G) NF=0.7
Stackebrandtia_G	Stackebrandtia (G) NF=0.7
Salininema_G	Salininema (G) NF=1.0
Haloglycomyces_G	Haloglycomyces (G) NF=1.0
Nakamurellales_O	Nakamurellales (O)
Nakamurellaceae_F	Nakamurellaceae (F) NF=2.9
Nakamurella_G	Nakamurella (G) NF=2.9
Jiangellales_O	Jiangellales (O)
Jiangellaceae_F	Jiangellaceae (F) NF=1.1
Jiangella_G	Jiangella (G) NF=0.8
Phytoactinopolyspora_G	Phytoactinopolyspora (G) NF=0.8
Haloactinopolyspora_G	Haloactinopolyspora (G) NF=5.0
Catenulisporales_O	Catenulisporales (O)
Actinospicaceae_F	Actinospicaceae (F) NF=7.9
Actinospica_G	Actinospica (G) NF=10.6
Actinocrinis_G	Actinocrinis (G) NF=1.0
Catenulisporaceae_F	Catenulisporaceae (F) NF=0.5
Catenulispora_G	Catenulispora (G) NF=0.5
Sporichthyales_O	Sporichthyales (O)
Sporichthyaceae_F	Sporichthyaceae (F) NF=47.2
Sporichthya_G	Sporichthya (G) NF=5.7
Longivirga_G	Longivirga (G) NF=9.0
Acidothermales_O	Acidothermales (O)
Acidothermaceae_F	Acidothermaceae (F) NF=38.2
Acidothermus_G	Acidothermus (G) NF=76.5
Actinopolysporales_O	Actinopolysporales (O)
Actinopolysporaceae_F	Actinopolysporaceae (F) NF=0.6
Actinopolyspora_G	Actinopolyspora (G) NF=0.6
Haloactinomyces_G	Haloactinomyces (G) NF=1.0
Cryptosporangiales_O	Cryptosporangiales (O)
Cryptosporangiaceae_F	Cryptosporangiaceae (F) NF=0.2
Cryptosporangium_G	Cryptosporangium (G) NF=0.3
Motilibacterales_O	Motilibacterales (O)
Motilibacteraceae_F	Motilibacteraceae (F) NF=0.5
Motilibacter_G	Motilibacter (G) NF=0.8
Actinomycetes_incertae_sedis_N	Actinomycetes incertae sedis (N)
Halopolyspora_G	Halopolyspora (G) NF=1.0
Coriobacteriia_C	Coriobacteriia (C)
Coriobacteriales_O	Coriobacteriales (O)
Coriobacteriaceae_F	Coriobacteriaceae (F) NF=0.9
Collinsella_G	Collinsella (G) NF=0.8
Senegalimassilia_G	Senegalimassilia (G) NF=3.2
Enorma_G	Enorma (G) NF=0.9
Parvibacter_G	Parvibacter (G) NF=2.0
Coriobacterium_G	Coriobacterium (G) NF=4.0
Atopobiaceae_F	Atopobiaceae (F) NF=0.7
Olsenella_G	Olsenella (G) NF=1.2
Atopobium_G	Atopobium (G) NF=1.3
Eggerthellales_O	Eggerthellales (O)
Eggerthellaceae_F	Eggerthellaceae (F) NF=2.0
Eggerthella_G	Eggerthella (G) NF=0.8
Adlercreutzia_G	Adlercreutzia (G) NF=0.5
Slackia_G	Slackia (G) NF=2.4
Gordonibacter_G	Gordonibacter (G) NF=0.9
Raoultibacter_G	Raoultibacter (G) NF=2.4
Enterorhabdus_G	Enterorhabdus (G) NF=21.5
Cryptobacterium_G	Cryptobacterium (G) NF=0.2
Paraeggerthella_G	Paraeggerthella (G) NF=0.2
Phoenicibacter_G	Phoenicibacter (G) NF=3.0
Enteroscipio_G	Enteroscipio (G) NF=0.3
Denitrobacterium_G	Denitrobacterium (G) NF=1.0
Asaccharobacter_G	Asaccharobacter (G) NF=1.0
Acidimicrobiia_C	Acidimicrobiia (C)
Acidimicrobiales_O	Acidimicrobiales (O)
Acidimicrobiaceae_F	Acidimicrobiaceae (F) NF=1.0
Acidimicrobium_G	Acidimicrobium (G) NF=0.4
Ferrimicrobium_G	Ferrimicrobium (G) NF=0.8
Ferrithrix_G	Ferrithrix (G) NF=1.7
Acidithrix_G	Acidithrix (G) NF=1.7
Aciditerrimonas_G	Aciditerrimonas (G) NF=9.0
Ilumatobacteraceae_F	Ilumatobacteraceae (F) NF=41.8
Ilumatobacter_G	Ilumatobacter (G) NF=8.2
Iamiaceae_F	Iamiaceae (F) NF=7.0
Aquihabitans_G	Aquihabitans (G) NF=0.2
Iamia_G	Iamia (G) NF=32.3
Thermoleophilia_C	Thermoleophilia (C)
Solirubrobacterales_O	Solirubrobacterales (O)
Solirubrobacteraceae_F	Solirubrobacteraceae (F) NF=14.2
Solirubrobacter_G	Solirubrobacter (G) NF=12.4
Conexibacteraceae_F	Conexibacteraceae (F) NF=9.8
Conexibacter_G	Conexibacter (G) NF=11.1
Patulibacteraceae_F	Patulibacteraceae (F) NF=1.3
Patulibacter_G	Patulibacter (G) NF=1.3
Gaiellales_O	Gaiellales (O)
Gaiellaceae_F	Gaiellaceae (F) NF=26.6
Gaiella_G	Gaiella (G) NF=46.5
Thermoleophilales_O	Thermoleophilales (O)
Thermoleophilaceae_F	Thermoleophilaceae (F) NF=1.0
Thermoleophilum_G	Thermoleophilum (G) NF=2.0
Rubrobacteria_C	Rubrobacteria (C)
Rubrobacterales_O	Rubrobacterales (O)
Rubrobacteraceae_F	Rubrobacteraceae (F) NF=15.1
Rubrobacter_G	Rubrobacter (G) NF=17.6
Nitriliruptoria_C	Nitriliruptoria (C)
Nitriliruptorales_O	Nitriliruptorales (O)
Nitriliruptoraceae_F	Nitriliruptoraceae (F) NF=12.0
Nitriliruptor_G	Nitriliruptor (G) NF=1.5
Euzebyales_O	Euzebyales (O)
Euzebyaceae_F	Euzebyaceae (F) NF=16.4
Euzebya_G	Euzebya (G) NF=1.2
Egibacterales_O	Egibacterales (O)
Egibacteraceae_F	Egibacteraceae (F) NF=3.0
Egibacter_G	Egibacter (G) NF=4.5
Egicoccales_O	Egicoccales (O)
Egicoccaceae_F	Egicoccaceae (F) NF=1.0
Egicoccus_G	Egicoccus (G) NF=1.0
Chloroflexota_P	Chloroflexota (P) NF=18.4
Anaerolineae_C	Anaerolineae (C)
Anaerolineales_O	Anaerolineales (O)
Anaerolineaceae_F	Anaerolineaceae (F) NF=26.0
Anaerolinea_G	Anaerolinea (G) NF=28.0
Flexilinea_G	Flexilinea (G) NF=17.0
Leptolinea_G	Leptolinea (G) NF=14.3
Pelolinea_G	Pelolinea (G) NF=17.7
Bellilinea_G	Bellilinea (G) NF=5.7
Longilinea_G	Longilinea (G) NF=67.3
Levilinea_G	Levilinea (G) NF=8.0
Thermanaerothrix_G	Thermanaerothrix (G) NF=0.5
Ornatilinea_G	Ornatilinea (G) NF=14.0
Caldilineae_C	Caldilineae (C)
Caldilineales_O	Caldilineales (O)
Caldilineaceae_F	Caldilineaceae (F) NF=16.1
Caldilinea_G	Caldilinea (G) NF=1.0
Litorilinea_G	Litorilinea (G) NF=10.7
Dehalococcoidia_C	Dehalococcoidia (C)
Dehalococcoidales_O	Dehalococcoidales (O)
Dehalococcoidaceae_F	Dehalococcoidaceae (F) NF=0.9
Dehalococcoides_G	Dehalococcoides (G) NF=1.9
Dehalogenimonas_G	Dehalogenimonas (G) NF=0.9
Ktedonobacteria_C	Ktedonobacteria (C)
Ktedonobacterales_O	Ktedonobacterales (O)
Ktedonobacteraceae_F	Ktedonobacteraceae (F) NF=53.7
Ktedonobacter_G	Ktedonobacter (G) NF=2.4
Dictyobacteraceae_F	Dictyobacteraceae (F) NF=0.3
Dictyobacter_G	Dictyobacter (G) NF=0.3
Thermosporotrichaceae_F	Thermosporotrichaceae (F) NF=13.0
Thermosporothrix_G	Thermosporothrix (G) NF=13.0
Thermogemmatisporales_O	Thermogemmatisporales (O)
Thermogemmatisporaceae_F	Thermogemmatisporaceae (F) NF=0.8
Thermogemmatispora_G	Thermogemmatispora (G) NF=0.8
Chloroflexia_C	Chloroflexia (C)
Chloroflexales_O	Chloroflexales (O)
Roseiflexaceae_F	Roseiflexaceae (F) NF=26.5
Roseiflexus_G	Roseiflexus (G) NF=5.8
Kouleothrix_G	Kouleothrix (G) NF=5.5
Chloroflexaceae_F	Chloroflexaceae (F) NF=14.5
Chloroflexus_G	Chloroflexus (G) NF=2.8
Oscillochloridaceae_F	Oscillochloridaceae (F) NF=1.4
Oscillochloris_G	Oscillochloris (G) NF=1.4
Herpetosiphonales_O	Herpetosiphonales (O)
Herpetosiphonaceae_F	Herpetosiphonaceae (F) NF=2.5
Herpetosiphon_G	Herpetosiphon (G) NF=2.9
Kallotenuales_O	Kallotenuales (O)
Kallotenuaceae_F	Kallotenuaceae (F) NF=2.0
Kallotenue_G	Kallotenue (G) NF=2.0
Candidatus_Thermobaculales_O	Candidatus Thermobaculales (O)
Candidatus_Thermobaculaceae_F	Candidatus Thermobaculaceae (F)
Thermobaculum_G	Thermobaculum (G) NF=7.5
Thermoflexia_C	Thermoflexia (C)
Thermoflexales_O	Thermoflexales (O)
Thermoflexaceae_F	Thermoflexaceae (F) NF=10.6
Thermoflexus_G	Thermoflexus (G) NF=12.3
Ardenticatenia_C	Ardenticatenia (C)
Ardenticatenales_O	Ardenticatenales (O)
Ardenticatenaceae_F	Ardenticatenaceae (F) NF=14.8
Ardenticatena_G	Ardenticatena (G) NF=2.0
Cyanobacteriota/Melainabacteria_group_C	Cyanobacteriota/Melainabacteria group (C)
Cyanobacteriota_P	Cyanobacteriota (P) NF=0.6
Cyanophyceae_C	Cyanophyceae (C)
Synechococcales_O	Synechococcales (O)
Prochlorococcaceae_F	Prochlorococcaceae (F) NF=0.2
Prochlorococcus_G	Prochlorococcus (G) NF=0.1
Cyanobium_G	Cyanobium (G) NF=0.7
Synechococcaceae_F	Synechococcaceae (F) NF=0.2
Synechococcus_G	Synechococcus (G) NF=0.2
Merismopediaceae_F	Merismopediaceae (F) NF=2.2
Synechocystis_G	Synechocystis (G) NF=2.1
Merismopedia_G	Merismopedia (G) NF=3.5
Coelosphaeriaceae_F	Coelosphaeriaceae (F) NF=2.8
Snowella_G	Snowella (G) NF=3.7
Oscillatoriales_O	Oscillatoriales (O)
Microcoleaceae_F	Microcoleaceae (F) NF=0.3
Microcoleus_G	Microcoleus (G) NF=0.1
Planktothrix_G	Planktothrix (G) NF=1.2
Trichodesmium_G	Trichodesmium (G) NF=0.2
Arthrospira_G	Arthrospira (G) NF=0.9
Lyngbya_G	Lyngbya (G) NF=2.6
Tychonema_G	Tychonema (G) NF=3.6
Kamptonema_G	Kamptonema (G) NF=0.6
Plectonema_G	Plectonema (G) NF=2.0
Ancylothrix_G	Ancylothrix (G) NF=3.0
Symplocastrum_G	Symplocastrum (G) NF=2.0
Hydrocoleum_G	Hydrocoleum (G) NF=1.0
Oscillatoriaceae_F	Oscillatoriaceae (F) NF=1.6
Phormidium_G	Phormidium (G) NF=2.3
Oscillatoria_G	Oscillatoria (G) NF=1.4
Planktothricoides_G	Planktothricoides (G) NF=3.0
Oxynema_G	Oxynema (G) NF=1.5
Sirenicapillariaceae_F	Sirenicapillariaceae (F) NF=0.1
Limnoraphis_G	Limnoraphis (G) NF=1.5
Chroococcales_O	Chroococcales (O)
Microcystaceae_F	Microcystaceae (F) NF=0.2
Aphanocapsa_G	Aphanocapsa (G) NF=0.7
Aphanothecaceae_F	Aphanothecaceae (F) NF=0.9
Crocosphaera_G	Crocosphaera (G) NF=0.1
Aphanothece_G	Aphanothece (G) NF=0.6
Gloeothece_G	Gloeothece (G) NF=1.0
Rubidibacter_G	Rubidibacter (G) NF=1.0
Geminocystaceae_F	Geminocystaceae (F) NF=1.2
Cyanobacterium_G	Cyanobacterium (G) NF=1.0
Geminocystis_G	Geminocystis (G) NF=1.3
Chroococcaceae_F	Chroococcaceae (F) NF=2.2
Gloeocapsopsis_G	Gloeocapsopsis (G) NF=0.7
Gloeocapsa_G	Gloeocapsa (G) NF=1.2
Chroococcus_G	Chroococcus (G) NF=4.0
Chondrocystis_G	Chondrocystis (G) NF=2.0
Prochloraceae_F	Prochloraceae (F) NF=0.9
Prochloron_G	Prochloron (G) NF=1.5
Entophysalidaceae_F	Entophysalidaceae (F) NF=3.0
Chlorogloea_G	Chlorogloea (G) NF=2.5
Gomphosphaeriaceae_F	Gomphosphaeriaceae (F) NF=2.0
Gomphosphaeria_G	Gomphosphaeria (G) NF=2.0
Halothecacae_F	Halothecacae (F)
Halothece_cluster_N	Halothece cluster (N)
Halothece_G	Halothece (G) NF=0.8
Euhalothece_G	Euhalothece (G) NF=1.5
Aerosakkonematales_O	Aerosakkonematales (O)
Aerosakkonemataceae_F	Aerosakkonemataceae (F)
Aerosakkonema_G	Aerosakkonema (G) NF=0.5
Microseira_G	Microseira (G) NF=2.5
Nostocales_O	Nostocales (O)
Nostocaceae_F	Nostocaceae (F) NF=0.8
Nostoc_G	Nostoc (G) NF=0.5
Anabaena_G	Anabaena (G) NF=0.9
Trichormus_G	Trichormus (G) NF=0.6
Richelia_G	Richelia (G) NF=0.2
Desmonostoc_G	Desmonostoc (G) NF=5.3
Cylindrospermum_G	Cylindrospermum (G) NF=2.7
Cronbergia_G	Cronbergia (G) NF=3.0
Aphanizomenonaceae_F	Aphanizomenonaceae (F) NF=0.5
Dolichospermum_G	Dolichospermum (G) NF=0.3
Aphanizomenon_G	Aphanizomenon (G) NF=1.1
Cylindrospermopsis_G	Cylindrospermopsis (G) NF=1.0
Sphaerospermopsis_G	Sphaerospermopsis (G) NF=0.3
Cuspidothrix_G	Cuspidothrix (G) NF=0.5
Raphidiopsis_G	Raphidiopsis (G) NF=1.0
Hapalosiphonaceae_F	Hapalosiphonaceae (F) NF=1.5
Fischerella_G	Fischerella (G) NF=1.8
Aetokthonos_G	Aetokthonos (G) NF=1.0
Mastigocladus_G	Mastigocladus (G) NF=0.3
Mastigocoleus_G	Mastigocoleus (G) NF=1.0
Westiellopsis_G	Westiellopsis (G) NF=3.0
Hapalosiphon_G	Hapalosiphon (G) NF=4.0
Calotrichaceae_F	Calotrichaceae (F) NF=1.9
Calothrix_G	Calothrix (G) NF=2.0
Scytonemataceae_F	Scytonemataceae (F) NF=2.4
Scytonema_G	Scytonema (G) NF=3.1
Brasilonema_G	Brasilonema (G) NF=0.5
Iningainema_G	Iningainema (G) NF=0.5
Scytonematopsis_G	Scytonematopsis (G) NF=1.0
Tolypothrichaceae_F	Tolypothrichaceae (F) NF=0.6
Tolypothrix_G	Tolypothrix (G) NF=0.8
Rivulariaceae_F	Rivulariaceae (F) NF=2.0
Microchaete_G	Microchaete (G) NF=1.0
Fortieaceae_F	Fortieaceae (F) NF=0.3
Fortiea_G	Fortiea (G) NF=0.7
Roholtiella_G	Roholtiella (G) NF=1.0
Chlorogloeopsidaceae_F	Chlorogloeopsidaceae (F) NF=1.7
Chlorogloeopsis_G	Chlorogloeopsis (G) NF=1.7
Stigonemataceae_F	Stigonemataceae (F) NF=2.5
Stigonema_G	Stigonema (G) NF=4.0
Iphinoe_G	Iphinoe (G) NF=2.0
Gloeotrichiaceae_F	Gloeotrichiaceae (F) NF=2.0
Gloeotrichia_G	Gloeotrichia (G) NF=2.0
Cyanomargaritaceae_F	Cyanomargaritaceae (F) NF=1.0
Cyanomargarita_G	Cyanomargarita (G) NF=1.0
Symphyonemataceae_F	Symphyonemataceae (F) NF=10.0
Mastigocladopsis_G	Mastigocladopsis (G) NF=5.0
Nodulariaceae_F	Nodulariaceae (F)
Anabaenopsis_G	Anabaenopsis (G) NF=0.4
Halotia_G	Halotia (G) NF=1.0
Pseudanabaenales_O	Pseudanabaenales (O)
Pseudanabaenaceae_F	Pseudanabaenaceae (F) NF=1.0
Pseudanabaena_G	Pseudanabaena (G) NF=0.5
Limnothrix_G	Limnothrix (G) NF=1.8
Leptolyngbyales_O	Leptolyngbyales (O)
Leptolyngbyaceae_F	Leptolyngbyaceae (F) NF=2.4
Leptolyngbya_group_N	Leptolyngbya group (N)
Leptolyngbya_G	Leptolyngbya (G) NF=1.9
Plectolyngbya_G	Plectolyngbya (G) NF=2.0
Phormidesmis_G	Phormidesmis (G) NF=2.4
Alkalinema_G	Alkalinema (G) NF=0.2
Jaaginema_G	Jaaginema (G) NF=1.7
Pantanalinema_G	Pantanalinema (G) NF=0.5
Scytolyngbya_G	Scytolyngbya (G) NF=3.0
Coleofasciculales_O	Coleofasciculales (O)
Coleofasciculaceae_F	Coleofasciculaceae (F) NF=1.3
Coleofasciculus_G	Coleofasciculus (G) NF=2.2
Symploca_G	Symploca (G) NF=0.4
Caldora_G	Caldora (G) NF=0.5
Wilmottiaceae_F	Wilmottiaceae (F)
Potamolinea_G	Potamolinea (G) NF=3.0
Acaryochloridales_O	Acaryochloridales (O)
Thermosynechococcaceae_F	Thermosynechococcaceae (F) NF=0.1
Thermosynechococcus_G	Thermosynechococcus (G) NF=0.0
Acaryochloridaceae_F	Acaryochloridaceae (F) NF=0.4
Acaryochloris_G	Acaryochloris (G) NF=0.7
Pleurocapsales_O	Pleurocapsales (O)
Hyellaceae_F	Hyellaceae (F) NF=1.8
Pleurocapsa_G	Pleurocapsa (G) NF=2.0
Myxosarcina_G	Myxosarcina (G) NF=2.5
Chroococcopsis_G	Chroococcopsis (G) NF=3.0
Hyella_G	Hyella (G) NF=1.0
Xenococcaceae_F	Xenococcaceae (F) NF=2.5
Dermocarpellaceae_F	Dermocarpellaceae (F) NF=7.5
Stanieria_G	Stanieria (G) NF=7.0
Gomontiellales_O	Gomontiellales (O)
Chamaesiphonaceae_F	Chamaesiphonaceae (F) NF=0.3
Chamaesiphon_G	Chamaesiphon (G) NF=0.3
Gomontiellaceae_F	Gomontiellaceae (F) NF=0.6
Hormoscilla_G	Hormoscilla (G) NF=0.3
Crinalium_G	Crinalium (G) NF=1.0
Cyanothecaceae_F	Cyanothecaceae (F) NF=2.8
Cyanothece_G	Cyanothece (G) NF=2.8
Oculatellales_O	Oculatellales (O)
Oculatellaceae_F	Oculatellaceae (F) NF=0.3
Oculatella_G	Oculatella (G) NF=2.5
Drouetiella_G	Drouetiella (G) NF=0.5
Pegethrix_G	Pegethrix (G) NF=1.0
Gloeomargaritales_O	Gloeomargaritales (O)
Gloeomargaritaceae_F	Gloeomargaritaceae (F) NF=0.0
Gloeomargarita_G	Gloeomargarita (G) NF=0.0
Desertifilales_O	Desertifilales (O)
Desertifilaceae_F	Desertifilaceae (F) NF=0.2
Roseofilum_G	Roseofilum (G) NF=0.3
Desertifilum_G	Desertifilum (G) NF=0.2
Chroococcidiopsidales_O	Chroococcidiopsidales (O)
Chroococcidiopsidaceae_F	Chroococcidiopsidaceae (F) NF=2.7
Chroococcidiopsis_G	Chroococcidiopsis (G) NF=3.6
Aliterellaceae_F	Aliterellaceae (F) NF=2.8
Aliterella_G	Aliterella (G) NF=2.8
Spirulinales_O	Spirulinales (O)
Spirulinaceae_F	Spirulinaceae (F) NF=1.1
Prochlorotrichales_O	Prochlorotrichales (O)
Prochlorotrichaceae_F	Prochlorotrichaceae (F) NF=6.6
Prochlorothrix_G	Prochlorothrix (G) NF=2.3
Gloeobacterales_O	Gloeobacterales (O)
Gloeobacteraceae_F	Gloeobacteraceae (F) NF=1.4
Gloeobacter_G	Gloeobacter (G) NF=2.3
Nodosilineales_O	Nodosilineales (O)
Nodosilineaceae_F	Nodosilineaceae (F)
Nodosilinea_G	Nodosilinea (G) NF=0.9
Halomicronema_G	Halomicronema (G) NF=2.0
Cymatolegaceae_F	Cymatolegaceae (F)
Dactylococcopsis_G	Dactylococcopsis (G) NF=13.0
Geitlerinematales_O	Geitlerinematales (O)
Geitlerinemataceae_F	Geitlerinemataceae (F)
Geitlerinema_G	Geitlerinema (G) NF=2.2
Neosynechococcales_O	Neosynechococcales (O)
Neosynechococcaceae_F	Neosynechococcaceae (F)
Neosynechococcus_G	Neosynechococcus (G) NF=2.0
Candidatus_Melainabacteria_P	Candidatus Melainabacteria (P)
Vampirovibriophyceae_C	Vampirovibriophyceae (C)
Vampirovibrionales_O	Vampirovibrionales (O)
Vampirovibrio_G	Vampirovibrio (G) NF=9.7
Mycoplasmatota_P	Mycoplasmatota (P) NF=2.5
Mycoplasmoidales_O	Mycoplasmoidales (O)
Metamycoplasmataceae_F	Metamycoplasmataceae (F) NF=0.1
Mycoplasmopsis_G	Mycoplasmopsis (G) NF=0.7
Mesomycoplasma_G	Mesomycoplasma (G) NF=0.6
Metamycoplasma_G	Metamycoplasma (G) NF=0.4
Mycoplasmoidaceae_F	Mycoplasmoidaceae (F) NF=0.2
Mycoplasmoides_G	Mycoplasmoides (G) NF=0.2
Ureaplasma_G	Ureaplasma (G) NF=1.7
Malacoplasma_G	Malacoplasma (G) NF=1.0
Mollicutes_C	Mollicutes (C)
Acholeplasmatales_O	Acholeplasmatales (O)
Acholeplasmataceae_F	Acholeplasmataceae (F) NF=3.5
Acholeplasma_G	Acholeplasma (G) NF=17.1
Anaeroplasmatales_O	Anaeroplasmatales (O)
Anaeroplasmataceae_F	Anaeroplasmataceae (F) NF=22.8
Anaeroplasma_G	Anaeroplasma (G) NF=26.7
Mycoplasmatales_O	Mycoplasmatales (O)
Mycoplasmataceae_F	Mycoplasmataceae (F) NF=2.6
Mycoplasma_G	Mycoplasma (G) NF=1.9
Entomoplasmatales_O	Entomoplasmatales (O)
Spiroplasmataceae_F	Spiroplasmataceae (F) NF=0.4
Spiroplasma_G	Spiroplasma (G) NF=0.4
Entomoplasmataceae_F	Entomoplasmataceae (F) NF=0.7
Mesoplasma_G	Mesoplasma (G) NF=0.3
Entomoplasma_G	Entomoplasma (G) NF=2.0
Haloplasmatales_O	Haloplasmatales (O)
Haloplasmataceae_F	Haloplasmataceae (F) NF=6.8
Haloplasma_G	Haloplasma (G) NF=11.3
Armatimonadota_P	Armatimonadota (P) NF=15.3
Chthonomonadia_C	Chthonomonadia (C)
Chthonomonadales_O	Chthonomonadales (O)
Chthonomonadaceae_F	Chthonomonadaceae (F) NF=6.5
Chthonomonas_G	Chthonomonas (G) NF=7.1
Fimbriimonadia_C	Fimbriimonadia (C)
Fimbriimonadales_O	Fimbriimonadales (O)
Fimbriimonadaceae_F	Fimbriimonadaceae (F) NF=62.2
Fimbriimonas_G	Fimbriimonas (G) NF=5.3
Armatimonadia_C	Armatimonadia (C)
